Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
519,1,91,Facial,Too expensive for what it is.,2023-12-07
520,1,149,Nail Care,"First time trying, was okay.",2024-02-29
521,2,63,Facial,Not worth the price.,2024-01-01
522,4,107,Facial,Great experience.,2024-01-23
523,16,455,Wellness Package,Highly recommend the wellness package.,2024-02-16
524,4,145,Facial,Very convenient.,2024-01-22
525,4,90,Nail Care,Good value for money.,2024-01-06
526,1,85,Facial,The pro was late.,2023-12-20
527,1,69,Nail Care,Not worth the price.,2023-12-21
528,4,149,Massage,Great experience.,2024-02-07
529,4,132,Nail Care,Great experience.,2024-01-06
530,13,232,Wellness Package,Absolutely incredible service!,2024-02-29
531,1,163,Yoga Session,"First time trying, was okay.",2024-02-28
532,1,183,Wellness Package,Liked the service.,2024-02-29
533,1,150,Nail Care,Easy to book.,2024-02-26
534,1,86,Facial,The pro was late.,2023-12-08
535,1,119,Facial,"First time trying, was okay.",2024-03-01
536,1,142,Wellness Package,"First time trying, was okay.",2024-02-26
537,2,146,Nail Care,Great experience.,2024-01-20
538,5,115,Massage,Good value for money.,2024-01-06
539,2,58,Facial,Too expensive for what it is.,2023-12-15
540,4,109,Facial,Very convenient.,2024-01-26
541,12,254,Massage,Highly recommend the wellness package.,2024-02-25
542,1,99,Nail Care,Too expensive for what it is.,2023-12-17
543,4,120,Nail Care,Very convenient.,2024-02-04
544,8,359,Massage,Highly recommend the wellness package.,2024-02-25
545,19,202,Massage,Highly recommend the wellness package.,2024-02-22
546,12,321,Massage,Absolutely incredible service!,2024-02-29
547,1,92,Nail Care,Not worth the price.,2023-12-30
548,1,84,Yoga Session,"First time trying, was okay.",2024-02-26
549,3,108,Nail Care,Very convenient.,2024-01-13
550,1,161,Wellness Package,Easy to book.,2024-02-27
551,8,219,Wellness Package,Absolutely incredible service!,2024-02-24
552,1,168,Yoga Session,Liked the service.,2024-02-26
553,4,92,Nail Care,Great experience.,2024-01-08
554,13,485,Massage,Best home service ever.,2024-02-18
555,1,80,Facial,Too expensive for what it is.,2023-12-23
556,1,131,Wellness Package,Easy to book.,2024-02-28
557,1,85,Massage,Easy to book.,2024-02-29
558,4,146,Massage,Very convenient.,2024-01-14
559,1,144,Massage,Liked the service.,2024-03-01
560,5,131,Massage,Good value for money.,2024-01-24
561,1,82,Facial,Too expensive for what it is.,2023-12-09
562,1,158,Yoga Session,Liked the service.,2024-03-01
563,1,154,Facial,Easy to book.,2024-02-27
564,19,304,Massage,Highly recommend the wellness package.,2024-02-20
565,5,93,Massage,Very convenient.,2024-01-14
566,12,496,Massage,Absolutely incredible service!,2024-03-01
567,3,149,Massage,Good value for money.,2024-01-23
568,1,113,Massage,Easy to book.,2024-02-28
569,1,172,Nail Care,Liked the service.,2024-02-27
570,12,266,Massage,Best home service ever.,2024-02-21
571,2,60,Nail Care,Not worth the price.,2023-12-15
572,1,196,Massage,Easy to book.,2024-02-28
573,4,86,Nail Care,Very convenient.,2024-01-16
574,1,86,Nail Care,The pro was late.,2023-12-20
575,13,367,Wellness Package,Best home service ever.,2024-02-28
576,1,68,Facial,Too expensive for what it is.,2024-01-01
577,1,171,Massage,Liked the service.,2024-02-29
578,2,100,Facial,Good value for money.,2024-01-12
579,1,111,Yoga Session,Easy to book.,2024-03-01
580,2,101,Nail Care,Great experience.,2024-01-22
581,1,74,Nail Care,Easy to book.,2024-03-01
582,2,106,Nail Care,Very convenient.,2024-01-15
583,3,134,Nail Care,Very convenient.,2024-02-03
584,5,82,Facial,Great experience.,2024-01-23
585,2,53,Nail Care,The pro was late.,2023-12-20
586,1,127,Nail Care,Liked the service.,2024-02-27
587,12,296,Massage,Highly recommend the wellness package.,2024-02-27
588,3,120,Massage,Very convenient.,2024-02-10
589,1,178,Facial,"First time trying, was okay.",2024-02-27
590,1,179,Nail Care,Liked the service.,2024-02-26
591,1,91,Facial,Too expensive for what it is.,2023-12-29
592,15,236,Massage,Absolutely incredible service!,2024-02-20
593,4,119,Massage,Great experience.,2024-02-04
594,16,459,Wellness Package,Best home service ever.,2024-02-22
595,3,131,Massage,Very convenient.,2024-01-25
596,2,82,Nail Care,The pro was late.,2023-12-03
597,1,112,Yoga Session,Liked the service.,2024-03-01
598,14,317,Wellness Package,Highly recommend the wellness package.,2024-02-27
599,17,488,Massage,Highly recommend the wellness package.,2024-02-17
600,2,58,Nail Care,Too expensive for what it is.,2023-12-08
601,13,305,Massage,Best home service ever.,2024-02-21
602,8,335,Wellness Package,Best home service ever.,2024-02-17
603,1,147,Facial,Easy to book.,2024-03-01
604,1,52,Nail Care,Not worth the price.,2023-12-30
605,1,76,Facial,Too expensive for what it is.,2024-01-01
606,1,190,Nail Care,Easy to book.,2024-03-01
607,2,53,Facial,Not worth the price.,2023-12-04
608,2,67,Nail Care,The pro was late.,2023-12-29
609,1,104,Yoga Session,Liked the service.,2024-02-27
610,1,90,Nail Care,The pro was late.,2023-12-03
611,1,81,Massage,Liked the service.,2024-02-29
612,1,111,Massage,Easy to book.,2024-02-27
613,1,184,Wellness Package,"First time trying, was okay.",2024-03-01
614,11,435,Massage,Best home service ever.,2024-02-25
615,1,76,Nail Care,Too expensive for what it is.,2023-12-23
616,1,169,Facial,Easy to book.,2024-02-26
617,5,146,Nail Care,Good value for money.,2024-02-13
618,1,71,Facial,Liked the service.,2024-02-26
619,3,128,Facial,Great experience.,2024-01-10
620,2,88,Facial,The pro was late.,2023-12-24
621,1,90,Facial,The pro was late.,2023-12-24
622,1,142,Wellness Package,"First time trying, was okay.",2024-02-29
623,2,60,Nail Care,Not worth the price.,2023-12-10
624,1,117,Nail Care,"First time trying, was okay.",2024-02-28
625,1,198,Facial,Easy to book.,2024-02-27
626,3,121,Facial,Very convenient.,2024-01-24
627,1,190,Facial,"First time trying, was okay.",2024-02-26
628,1,92,Facial,Too expensive for what it is.,2023-12-05
629,1,66,Nail Care,Not worth the price.,2023-12-20
630,11,309,Massage,Absolutely incredible service!,2024-02-22
631,4,84,Facial,Good value for money.,2024-02-03
632,2,61,Nail Care,The pro was late.,2023-12-29
633,1,165,Facial,"First time trying, was okay.",2024-02-27
634,1,89,Nail Care,Too expensive for what it is.,2023-12-05
635,16,473,Wellness Package,Best home service ever.,2024-02-20
636,1,63,Nail Care,Not worth the price.,2023-12-24
637,16,467,Massage,Highly recommend the wellness package.,2024-03-01
638,4,111,Facial,Very convenient.,2024-01-17
639,2,114,Massage,Great experience.,2024-02-09
640,1,142,Yoga Session,Liked the service.,2024-02-29
641,2,65,Facial,Not worth the price.,2023-12-07
642,3,119,Facial,Very convenient.,2024-02-07
643,1,165,Nail Care,Easy to book.,2024-02-29
644,1,118,Massage,"First time trying, was okay.",2024-02-29
645,1,90,Wellness Package,"First time trying, was okay.",2024-02-26
646,13,270,Massage,Highly recommend the wellness package.,2024-02-25
647,5,118,Nail Care,Great experience.,2024-01-21
648,18,369,Massage,Best home service ever.,2024-02-16
649,1,87,Nail Care,Not worth the price.,2023-12-06
650,2,75,Facial,The pro was late.,2023-12-23
651,1,157,Massage,"First time trying, was okay.",2024-02-27
652,1,188,Massage,Liked the service.,2024-02-27
653,3,134,Facial,Good value for money.,2024-02-15
654,4,83,Massage,Good value for money.,2024-02-06
655,1,97,Nail Care,The pro was late.,2023-12-20
656,2,85,Facial,The pro was late.,2023-12-06
657,1,79,Facial,"First time trying, was okay.",2024-03-01
658,1,198,Nail Care,"First time trying, was okay.",2024-02-26
659,1,135,Facial,"First time trying, was okay.",2024-02-29
660,1,199,Nail Care,"First time trying, was okay.",2024-02-28
661,2,84,Nail Care,Good value for money.,2024-02-07
662,11,457,Wellness Package,Absolutely incredible service!,2024-02-23
663,5,118,Nail Care,Very convenient.,2024-01-04
664,2,81,Facial,The pro was late.,2023-12-15
665,2,65,Nail Care,The pro was late.,2023-12-05
666,13,339,Massage,Absolutely incredible service!,2024-02-23
667,8,358,Massage,Highly recommend the wellness package.,2024-02-29
668,19,452,Wellness Package,Highly recommend the wellness package.,2024-02-16
669,1,172,Facial,Easy to book.,2024-02-28
670,1,187,Nail Care,Liked the service.,2024-03-01
671,1,124,Massage,Liked the service.,2024-03-01
672,1,137,Wellness Package,Easy to book.,2024-02-29
673,16,231,Massage,Best home service ever.,2024-02-20
674,1,151,Nail Care,"First time trying, was okay.",2024-02-26
675,1,52,Facial,The pro was late.,2023-12-14
676,11,432,Massage,Highly recommend the wellness package.,2024-02-27
677,1,193,Nail Care,Liked the service.,2024-03-01
678,1,118,Wellness Package,"First time trying, was okay.",2024-02-28
679,13,233,Massage,Best home service ever.,2024-02-28
680,1,187,Yoga Session,"First time trying, was okay.",2024-02-27
681,1,155,Wellness Package,Liked the service.,2024-02-28
682,9,269,Wellness Package,Best home service ever.,2024-02-25
683,2,77,Facial,Not worth the price.,2023-12-17
684,1,97,Nail Care,Easy to book.,2024-02-26
685,14,346,Massage,Absolutely incredible service!,2024-02-26
686,3,130,Massage,Very convenient.,2024-01-31
687,1,196,Wellness Package,Easy to book.,2024-02-29
688,10,211,Massage,Highly recommend the wellness package.,2024-02-28
689,2,117,Nail Care,Very convenient.,2024-01-03
690,1,121,Wellness Package,Liked the service.,2024-02-27
691,1,75,Yoga Session,Liked the service.,2024-03-01
692,19,233,Massage,Best home service ever.,2024-02-29
693,1,101,Nail Care,Liked the service.,2024-02-29
694,2,99,Massage,Good value for money.,2024-01-09
695,1,149,Massage,Liked the service.,2024-02-27
696,5,109,Nail Care,Great experience.,2024-01-27
697,1,168,Nail Care,"First time trying, was okay.",2024-02-29
698,15,288,Massage,Absolutely incredible service!,2024-02-22
699,2,89,Nail Care,Too expensive for what it is.,2023-12-27
700,3,148,Massage,Great experience.,2024-02-14
701,2,97,Facial,Too expensive for what it is.,2023-12-27
702,2,71,Nail Care,Too expensive for what it is.,2023-12-05
703,1,169,Wellness Package,Easy to book.,2024-02-29
704,4,114,Nail Care,Good value for money.,2024-02-08
705,8,243,Massage,Absolutely incredible service!,2024-02-27
706,17,320,Wellness Package,Absolutely incredible service!,2024-02-16
707,14,470,Massage,Absolutely incredible service!,2024-02-22
708,2,61,Facial,The pro was late.,2023-12-05
709,2,50,Nail Care,Too expensive for what it is.,2023-12-24
710,1,97,Massage,"First time trying, was okay.",2024-03-01
711,9,370,Massage,Highly recommend the wellness package.,2024-02-22
712,1,60,Nail Care,Too expensive for what it is.,2023-12-03
713,3,121,Massage,Great experience.,2024-01-30
714,1,67,Nail Care,The pro was late.,2023-12-06
715,1,134,Wellness Package,"First time trying, was okay.",2024-03-01
716,1,171,Facial,Easy to book.,2024-02-26
717,4,108,Massage,Very convenient.,2024-01-25
718,5,120,Facial,Good value for money.,2024-02-04
719,13,359,Massage,Best home service ever.,2024-02-25
720,13,419,Wellness Package,Best home service ever.,2024-02-19
721,12,460,Massage,Absolutely incredible service!,2024-02-16
722,14,342,Wellness Package,Best home service ever.,2024-02-24
723,8,308,Wellness Package,Highly recommend the wellness package.,2024-02-22
724,14,368,Massage,Highly recommend the wellness package.,2024-02-26
725,2,112,Facial,Good value for money.,2024-01-24
726,1,174,Yoga Session,Easy to book.,2024-02-29
727,3,97,Facial,Great experience.,2024-01-22
728,1,97,Nail Care,Easy to book.,2024-02-27
729,3,98,Massage,Good value for money.,2024-02-01
730,18,393,Massage,Absolutely incredible service!,2024-02-28
731,1,126,Nail Care,Easy to book.,2024-02-26
732,2,96,Nail Care,Too expensive for what it is.,2023-12-18
733,10,408,Massage,Absolutely incredible service!,2024-02-17
734,1,197,Massage,"First time trying, was okay.",2024-02-28
735,11,274,Massage,Absolutely incredible service!,2024-02-25
736,1,100,Yoga Session,"First time trying, was okay.",2024-02-29
737,2,84,Nail Care,Good value for money.,2024-01-21
738,1,104,Facial,Easy to book.,2024-02-26
739,2,138,Massage,Good value for money.,2024-02-13
740,1,167,Wellness Package,Liked the service.,2024-02-28
741,9,354,Massage,Highly recommend the wellness package.,2024-02-25
742,1,147,Facial,"First time trying, was okay.",2024-02-26
743,12,393,Massage,Absolutely incredible service!,2024-02-29
744,2,96,Nail Care,Not worth the price.,2023-12-10
745,2,99,Facial,Good value for money.,2024-01-05
746,1,81,Nail Care,Liked the service.,2024-02-26
747,5,95,Massage,Very convenient.,2024-01-22
748,11,295,Massage,Absolutely incredible service!,2024-02-26
749,4,106,Massage,Great experience.,2024-01-29
750,1,123,Massage,Liked the service.,2024-02-26
751,2,119,Nail Care,Great experience.,2024-02-13
752,17,387,Wellness Package,Highly recommend the wellness package.,2024-03-01
753,2,90,Facial,The pro was late.,2023-12-03
754,2,63,Nail Care,Not worth the price.,2023-12-26
755,19,469,Massage,Best home service ever.,2024-02-23
756,1,71,Facial,Liked the service.,2024-02-26
757,8,233,Massage,Best home service ever.,2024-02-25
758,11,220,Massage,Absolutely incredible service!,2024-02-19
759,1,130,Facial,Liked the service.,2024-02-29
760,1,77,Facial,Easy to book.,2024-02-27
761,18,205,Wellness Package,Best home service ever.,2024-03-01
762,4,135,Facial,Very convenient.,2024-01-30
763,4,116,Nail Care,Good value for money.,2024-01-09
764,1,158,Massage,Liked the service.,2024-02-29
765,3,86,Massage,Great experience.,2024-01-04
766,1,169,Nail Care,"First time trying, was okay.",2024-02-28
767,1,128,Yoga Session,Liked the service.,2024-02-28
768,1,137,Nail Care,Liked the service.,2024-02-28
769,2,99,Nail Care,The pro was late.,2023-12-03
770,1,53,Facial,The pro was late.,2023-12-05
771,4,137,Massage,Good value for money.,2024-02-12
772,1,90,Yoga Session,"First time trying, was okay.",2024-02-28
773,3,117,Massage,Good value for money.,2024-01-21
774,8,284,Massage,Best home service ever.,2024-02-29
775,10,417,Wellness Package,Absolutely incredible service!,2024-02-23
776,1,188,Massage,"First time trying, was okay.",2024-02-26
777,3,110,Massage,Great experience.,2024-01-22
778,1,98,Yoga Session,"First time trying, was okay.",2024-02-28
779,11,480,Wellness Package,Best home service ever.,2024-02-29
780,11,291,Massage,Best home service ever.,2024-02-24
781,2,83,Nail Care,The pro was late.,2023-12-06
782,4,127,Nail Care,Great experience.,2024-01-03
783,3,137,Nail Care,Great experience.,2024-02-05
784,1,54,Facial,Not worth the price.,2023-12-24
785,1,61,Nail Care,Not worth the price.,2023-12-26
786,4,110,Massage,Great experience.,2024-02-05
787,15,236,Massage,Highly recommend the wellness package.,2024-02-17
788,2,66,Facial,The pro was late.,2023-12-24
789,2,59,Facial,The pro was late.,2023-12-15
790,3,149,Facial,Very convenient.,2024-02-11
791,18,451,Wellness Package,Best home service ever.,2024-02-21
792,1,181,Nail Care,Liked the service.,2024-03-01
793,14,378,Wellness Package,Absolutely incredible service!,2024-02-24
794,4,91,Facial,Great experience.,2024-01-25
795,9,457,Wellness Package,Highly recommend the wellness package.,2024-02-22
796,19,253,Massage,Best home service ever.,2024-03-01
797,1,56,Nail Care,Not worth the price.,2023-12-13
798,2,71,Nail Care,Too expensive for what it is.,2023-12-30
799,2,60,Facial,Not worth the price.,2023-12-07
800,4,105,Massage,Very convenient.,2024-01-14
801,2,111,Facial,Great experience.,2024-01-04
802,19,480,Massage,Absolutely incredible service!,2024-02-20
803,1,184,Nail Care,Liked the service.,2024-02-26
804,1,113,Wellness Package,"First time trying, was okay.",2024-02-28
805,2,67,Facial,Not worth the price.,2023-12-31
806,2,59,Facial,Too expensive for what it is.,2023-12-17
807,1,175,Yoga Session,Liked the service.,2024-03-01
808,3,82,Nail Care,Very convenient.,2024-02-04
809,2,91,Nail Care,The pro was late.,2023-12-24
810,1,76,Nail Care,The pro was late.,2023-12-06
811,1,180,Nail Care,Easy to book.,2024-02-26
812,1,87,Massage,Easy to book.,2024-02-28
813,14,465,Massage,Best home service ever.,2024-02-20
814,1,91,Nail Care,Easy to book.,2024-03-01
815,1,168,Massage,Easy to book.,2024-02-27
816,4,98,Facial,Very convenient.,2024-02-01
817,13,249,Massage,Highly recommend the wellness package.,2024-02-28
818,1,162,Yoga Session,Easy to book.,2024-03-01
819,5,135,Nail Care,Very convenient.,2024-01-04
820,1,170,Massage,"First time trying, was okay.",2024-02-27
821,12,227,Massage,Absolutely incredible service!,2024-02-17
822,1,58,Nail Care,The pro was late.,2023-12-14
823,1,81,Facial,Not worth the price.,2023-12-06
824,2,57,Nail Care,Too expensive for what it is.,2023-12-20
825,1,188,Wellness Package,Liked the service.,2024-02-29
826,5,131,Facial,Great experience.,2024-02-05
